,Date,Time,Elat,Elon,Dep,Tag,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,y
3273,2019-02-23,10:32:16.27,40.472,-111.939,7.3,eq,,,0.86,,-96.3,,14.51,,,,,,,1
2615,2017-10-06,20:44:13.24,40.821,-111.884,-2.0,ex,-0.15,,,,,,,,,,,,,0
4516,2020-03-19,11:26:57.10,40.753,-112.035,7.8,eq,,,,,,,,,,,,,,1
1068,2014-08-06,18:33:09.04,41.172,-112.942,-1.5,ex,0.2,,0.38,,-88.7,,14.52,,,,,,,0
4653,2020-03-20,01:00:18.59,40.752,-112.052,8.0,eq,,,,,,,,,,,,,,1
623,2013-10-28,12:31:56.07,41.009,-111.022,22.0,eq,0.14,0.67,0.69,-109.6,-138.5,16.06,14.83,,-0.09,-0.02,0.01,,-0.05,1
5964,2020-05-10,10:52:10.49,40.825,-111.974,8.5,eq,,,,,,,,,,,,,,1
3443,2019-04-17,11:44:18.84,40.781,-111.788,5.8,eq,,,0.93,,-94.9,,14.41,,,,,,,1
7724,2021-10-12,17:44:17.88,40.734,-112.069,5.6,eq,,,,,,,,,,,,,,1
8775,2022-07-20,14:17:12.91,39.432,-110.316,-1.1,mis,-0.53,0.14,0.15,-116.2,-132.2,13.57,13.09,,,,,,,2
1856,2016-04-02,06:34:01.24,41.608,-112.451,7.4,eq,,,1.25,,-137.7,,14.8,,,,,,,1
4216,2020-03-18,22:53:44.99,40.771,-112.074,9.3,eq,-0.08,0.6,0.47,-103.9,-120.6,15.74,15.1,,0.13,0.21,0.18,-0.51,,1
1043,2014-07-17,20:34:09.28,38.089,-109.148,-2.0,ex,-0.41,,,,,,,,,,,,,0
2020,2016-08-16,19:05:12.10,40.819,-111.883,-2.0,ex,-0.49,,,,,,,,,,,,,0
3175,2019-02-15,12:46:52.47,40.471,-111.934,6.7,eq,,,0.69,,-112.9,,14.03,,,,,,0.14,1
5769,2020-04-19,22:05:58.42,40.729,-112.064,9.1,eq,,,,,,,,,,,,,,1
8881,2022-08-04,20:37:10.81,39.432,-110.326,-0.9,mis,,,0.38,,-142.4,,12.65,,,,,,,2
2240,2017-02-06,22:42:37.43,40.515,-112.156,-2.0,ex,-0.03,0.35,0.14,-79.7,-78.1,13.94,12.63,,,,,,,0
165,2012-12-27,10:04:21.87,38.901,-112.029,7.2,eq,,0.89,0.77,-97.5,-113.8,14.97,14.41,-0.01,-0.12,-0.04,0.03,-0.02,0.04,1
3828,2020-03-18,13:56:32.24,40.767,-112.059,8.4,eq,-0.12,0.3,0.37,-111.8,-98.3,17.14,15.4,,-0.11,-0.09,-0.11,,-0.45,1
5520,2020-04-11,18:32:16.83,40.855,-111.988,6.6,eq,-0.01,0.43,0.41,-129.2,-127.6,16.23,15.78,-0.01,-0.0,-0.04,-0.1,-0.04,-0.13,1
6790,2020-12-22,06:13:14.51,39.431,-110.323,-1.2,mis,,,,,,,,,,,,,,2
4443,2020-03-19,07:13:06.50,40.763,-112.064,7.7,eq,0.09,0.71,0.72,-94.5,-106.6,16.79,14.79,,0.0,-0.05,-0.09,,-0.11,1
7308,2021-08-08,20:28:12.87,37.005,-112.305,24.9,eq,-0.1,0.28,0.26,-118.6,-118.2,16.38,15.08,-0.09,-0.18,-0.22,-0.1,-0.68,-0.36,1
8657,2022-06-30,21:24:37.68,39.437,-110.316,-1.5,mis,-0.61,0.35,0.43,-87.8,-118.6,13.73,13.92,,,,,,,2
1989,2016-07-26,19:16:59.35,41.139,-112.905,-1.5,ex,-0.01,0.38,0.19,-78.4,-83.5,15.64,14.45,-0.11,-0.05,0.17,,,0.73,0
5154,2020-03-25,14:41:04.46,40.754,-112.057,8.3,eq,,1.07,0.97,-86.3,-88.2,16.11,15.37,,,,,,,1
850,2014-04-01,21:04:02.92,40.823,-111.881,-2.0,ex,-0.72,,,,,,,,,,,,,0
6981,2021-04-02,14:50:23.68,40.742,-112.046,8.2,eq,,,,,,,,,,,,,,1
8710,2022-07-08,05:11:27.39,39.431,-110.301,-2.0,mis,-0.29,0.04,0.06,-89.4,-125.0,13.42,12.88,-0.05,0.13,0.07,0.13,0.34,0.49,2
1203,2014-11-10,19:31:14.68,37.562,-113.058,12.5,eq,,,,,,,,,,,,,,1
7961,2021-11-11,20:53:21.61,39.426,-110.299,-2.1,mis,,,,,,,,,,,,,,2
270,2013-03-14,16:26:24.09,38.144,-109.115,-2.0,ex,,,,,,,,,,,,,,0
1208,2014-11-11,21:15:58.74,38.944,-112.922,-2.0,ex,,0.55,0.56,-71.2,-101.0,14.38,12.59,,0.24,0.29,,,,0
225,2013-02-12,18:09:15.44,38.968,-112.91,-2.0,ex,,,,,,,,,,,,,,0
9570,2023-07-08,09:20:05.00,40.736,-112.066,6.5,eq,,,,,,,,,,,,,,1
9648,2023-09-18,04:12:35.08,41.546,-111.731,8.7,eq,0.03,0.49,0.54,-114.3,-135.6,14.77,14.56,,-0.0,0.01,-0.06,,-0.05,1
3440,2019-04-15,05:18:16.78,40.459,-111.945,7.5,eq,0.11,0.72,0.61,-106.5,-131.0,15.77,15.08,-0.11,-0.07,-0.08,-0.09,-0.18,-0.14,1
