    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2021-11-24 00:55:34.27  39.424  -110.308  -1.7 mis      X      X  -0.07      X -116.6      X  12.37      X      X      X      X      X      X
2021-11-24 03:06:31.69  39.422  -110.307  -1.7 mis  -0.35   0.21  -0.01  -92.8 -115.0  13.29  12.72   0.01   0.15   0.14      X      X   1.00
2021-11-24 03:47:23.12  39.428  -110.318  -1.2 mis      X      X   0.21      X -134.8      X  12.48      X      X      X      X      X      X
2021-11-24 05:50:38.01  40.718  -111.956   5.1  eq      X   2.25   0.82  -96.6 -120.1  17.09  15.01      X      X      X      X      X      X
2021-11-27 02:20:24.38  37.563  -113.041  11.6  eq   0.27      X   0.55      X -119.9      X  14.19      X      X      X      X      X  -0.30
2021-11-27 02:21:20.71  37.565  -113.050  11.2  eq  -0.09      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-27 03:26:08.39  38.372  -112.769   6.7  eq   0.26   0.59   0.44 -128.3 -103.9  16.27  14.73      X   0.11   0.24   0.14      X  -0.10
2021-11-28 02:57:09.72  38.492  -112.837  -0.2 gis      X      X   0.24      X -141.1      X  16.06      X      X      X      X      X      X
2021-11-28 02:57:24.01  38.492  -112.837  -0.2 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-28 04:01:01.42  40.730  -112.031   9.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-11-28 11:38:45.97  41.806  -111.682  15.3  eq      X      X   1.88      X -106.5      X  11.60      X      X      X      X      X      X
2021-12-01 14:55:51.94  41.861  -112.395   9.4  eq      X      X   0.72      X -141.0      X  15.29      X      X      X      X      X      X
2021-12-02 22:38:02.33  37.031  -112.941  20.7  eq   0.08   0.39   0.27 -129.1 -117.2  16.54  15.35      X  -0.18  -0.20  -0.15      X  -0.55
2021-12-03 20:07:10.99  40.726  -112.072   7.0  eq      X      X   0.79      X -103.9      X  14.26      X      X      X      X      X   0.12
2021-12-04 14:30:31.31  40.724  -112.069   6.7  eq      X   1.06   0.68  -78.3 -114.5  13.61  14.05      X   0.00  -0.01      X      X   0.11
2021-12-05 02:59:32.79  40.726  -112.063   7.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-08 06:16:32.69  40.460  -111.939   6.3  eq   0.00   0.73   0.62 -105.9 -125.8  15.11  14.75      X   0.04   0.08   0.03      X  -0.02
2021-12-12 21:06:38.10  36.897  -112.277  21.4  eq      X      X  -0.03      X  -97.2      X  15.09      X      X      X      X      X      X
2021-12-13 21:02:00.04  38.489  -112.844   0.4 gis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-15 00:59:54.93  38.486  -112.846  -0.2 gis   0.58      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-16 00:02:53.71  36.826  -112.941  24.7  eq   0.25      X   0.43      X -141.5      X  15.72      X      X      X      X      X  -0.35
2021-12-16 06:30:52.07  40.715  -112.047   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-16 09:41:44.17  38.069  -112.822  11.8  eq      X   0.63   0.41  -84.9 -125.6  15.01  14.71      X  -0.02  -0.01  -0.05      X  -0.27
2021-12-17 16:33:20.68  38.338  -113.078   3.8  eq      X      X   0.48      X -103.7      X  14.75      X      X      X      X      X      X
2021-12-17 23:51:36.73  41.638  -111.684   9.9  eq      X      X   0.92      X  -89.9      X  13.70      X      X      X      X      X      X
2021-12-19 10:43:08.63  40.738  -112.049   5.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-21 21:31:32.53  39.428  -110.314  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-21 22:36:45.46  37.191  -112.894  19.6  eq  -0.03  -0.13  -0.13 -163.1 -189.2  17.16  16.17  -0.07   0.00  -0.10  -0.08  -0.31  -0.28
2021-12-22 05:07:40.55  39.423  -110.305  -1.9 mis      X      X  -0.01      X -133.7      X  12.33      X      X      X      X      X   0.64
2021-12-22 10:59:36.59  38.485  -112.850   4.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-22 22:18:14.90  39.423  -110.302  -2.1 mis  -0.46  -0.12  -0.25 -106.4 -115.9  12.98  12.88   0.07   0.13   0.10      X   0.49      X
2021-12-23 00:32:46.23  40.754  -112.079   7.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 03:46:19.77  39.425  -110.309  -1.8 mis      X      X   0.13      X -113.7      X  12.26      X      X      X      X      X      X
2021-12-23 05:45:11.21  39.421  -110.306  -1.5 mis      X      X  -0.02      X -118.7      X  12.44      X      X      X      X      X      X
2021-12-23 05:59:13.68  39.430  -110.333  -2.2 mis  -0.68  -0.10  -0.45  -85.0 -108.6  12.58  12.83   0.10   0.12   0.09   0.15   0.76   0.82
2021-12-23 07:20:29.56  39.428  -110.327  -1.6 mis      X      X   0.10      X -130.6      X  12.55      X      X      X      X      X   0.43
2021-12-23 08:38:19.92  39.457  -111.888  13.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 16:03:50.26  39.426  -110.325  -1.0 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 16:28:58.83  39.427  -110.322  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 18:12:01.42  39.423  -110.308  -1.9 mis      X      X  -0.04      X -137.3      X  12.10      X      X      X      X      X   0.40
2021-12-23 18:12:27.74  39.425  -110.310  -1.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 20:08:36.54  39.431  -110.326  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-23 22:03:36.15  39.426  -110.315  -1.3 mis      X      X   0.32      X -135.0      X  12.14      X      X      X      X      X      X
2021-12-23 22:50:59.79  39.426  -110.308  -2.1 mis      X   0.36  -0.20  -83.0 -117.3  11.87  12.71      X      X      X      X      X      X
2021-12-23 22:58:50.23  39.427  -110.320  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-25 07:42:22.56  40.739  -112.080   6.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-26 12:34:47.87  39.135  -111.647  16.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-27 16:20:58.78  39.428  -110.334  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-27 17:22:17.67  39.426  -110.306  -2.2 mis  -0.68  -0.28  -0.42 -117.7 -124.4  12.91  12.91   0.07   0.13   0.13   0.24   0.62   0.78
2021-12-27 20:49:15.92  39.425  -110.315  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-27 21:21:05.23  39.426  -110.313  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-28 00:24:42.71  39.428  -110.324  -1.2 mis      X      X   1.42      X  -96.6      X  12.98      X      X      X      X      X      X
2021-12-28 02:48:27.63  39.425  -110.313  -1.4 mis      X  -0.02   0.03  -95.7 -133.3  13.35  12.79   0.10   0.15   0.02      X      X   0.61
2021-12-28 04:48:41.10  39.426  -110.302  -2.2 mis      X      X   0.07      X -126.3      X  12.34      X      X      X      X      X      X
2021-12-28 18:57:13.48  39.423  -110.305  -2.1 mis      X  -0.08  -0.25  -97.4 -118.1  12.45  12.71   0.04   0.20   0.08      X      X      X
2021-12-29 12:11:53.49  41.049  -111.527  12.2  eq   0.11   0.65   0.50 -118.3 -120.0  15.81  14.86  -0.00  -0.06  -0.12  -0.10  -0.28  -0.20
2021-12-29 12:12:34.17  39.432  -110.318  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2021-12-30 21:57:40.94  39.425  -110.312  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-01 01:36:11.09  38.473  -112.477  12.1  eq   0.15   0.64   0.45 -101.4 -121.7  15.65  15.12   0.11  -0.06  -0.03  -0.04  -0.04  -0.18
2022-01-02 05:24:42.20  40.742  -112.042   9.3  eq      X      X   0.87      X  -90.3      X  15.37      X      X      X      X      X      X
2022-01-03 01:44:23.75  40.726  -112.073   7.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-03 18:48:11.38  39.420  -110.304  -2.2 mis  -0.60  -0.17  -0.31  -85.7 -132.5  13.10  12.69   0.03   0.21   0.09      X      X   0.61
2022-01-03 20:06:21.44  39.424  -110.308  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-03 22:37:25.50  39.421  -110.305  -2.0 mis      X      X   0.00      X -126.1      X  12.06      X      X      X      X      X   0.30
2022-01-04 05:16:17.69  39.426  -110.308  -2.1 mis  -0.81   0.16  -0.44  -85.8 -111.6  12.41  12.61   0.11   0.12   0.07      X   0.55      X
2022-01-04 06:08:50.87  39.424  -110.312  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-04 07:09:51.87  39.425  -110.311  -1.4 mis      X      X   0.50      X -118.5      X  12.29      X      X      X      X      X      X
2022-01-04 16:00:10.61  39.425  -110.316  -1.4 mis      X      X  -0.04      X -127.8      X  12.58      X      X      X      X      X      X
2022-01-04 21:45:19.69  39.421  -110.309  -1.8 mis      X      X  -0.30      X -122.5      X  12.45      X      X      X      X      X      X
2022-01-04 22:14:55.79  39.425  -110.315  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-04 23:27:51.13  40.738  -112.037   8.5  eq      X      X   0.70      X -112.7      X  13.32      X      X      X      X      X      X
2022-01-05 00:20:57.26  39.427  -110.315  -1.4 mis      X   0.52   0.15 -107.3 -113.9  13.17  12.70      X      X      X      X      X      X
2022-01-05 04:00:29.65  39.426  -110.320  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-05 16:17:53.37  39.425  -110.312  -1.3 mis      X      X   0.07      X -140.2      X  12.14      X      X      X      X      X      X
2022-01-05 19:22:51.38  39.424  -110.314  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-06 00:18:53.11  39.424  -110.313  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-06 03:17:27.35  39.423  -110.311  -1.5 mis      X      X   0.50      X -110.7      X  11.79      X      X      X      X      X      X
2022-01-06 17:37:28.71  39.426  -110.313  -1.4 mis      X   0.66  -0.11  -45.9 -130.3  12.67  12.70      X      X      X      X      X      X
2022-01-06 19:52:42.96  39.425  -110.316  -1.4 mis      X   0.24   0.23 -101.7 -102.6  12.72  12.55      X      X      X      X      X      X
2022-01-06 21:26:29.19  39.425  -110.316  -1.3 mis      X      X   0.42      X -130.7      X  12.26      X      X      X      X      X      X
2022-01-06 21:58:44.80  38.194  -112.573   9.5  eq      X      X   0.57      X -123.4      X  14.49      X      X      X      X      X   0.03
2022-01-06 22:42:47.28  39.425  -110.315  -1.3 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-07 00:16:03.65  39.423  -110.309  -1.6 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-07 01:43:45.84  39.423  -110.305  -2.2 mis  -0.58   0.48  -0.09  -68.9 -121.5  12.46  12.37      X      X      X      X      X   0.54
2022-01-07 10:55:48.53  40.745  -112.046   7.9  eq  -0.06      X   0.70      X -108.5      X  14.80      X      X      X      X      X      X
2022-01-09 08:53:05.40  39.423  -110.305  -2.2 mis      X      X  -0.02      X -120.5      X  12.78      X      X      X      X      X      X
2022-01-10 17:28:38.30  39.428  -110.324  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-10 17:53:04.15  39.426  -110.325  -1.2 mis      X      X   0.25      X -136.3      X  12.72      X      X      X      X      X      X
2022-01-10 19:01:22.30  39.423  -110.313  -1.3 mis      X      X   0.22      X -145.2      X  12.65      X      X      X      X      X      X
2022-01-10 19:26:09.40  39.424  -110.312  -1.3 mis      X   0.01   0.39  -82.4 -109.5  15.07  12.92      X      X      X      X      X      X
2022-01-10 20:54:20.72  39.425  -110.298  -2.9 mis  -0.50  -0.19  -0.50  -91.6 -106.3  12.98  13.34   0.07   0.17   0.14      X      X   0.88
2022-01-11 02:13:01.43  39.421  -110.307  -1.8 mis      X      X   0.45      X -103.5      X  12.66      X      X      X      X      X   0.31
2022-01-11 03:17:53.86  39.424  -110.308  -2.0 mis      X      X  -0.01      X -140.4      X  12.43      X      X      X      X      X      X
2022-01-11 06:19:11.69  39.422  -110.311  -1.7 mis      X   0.23   0.34  -67.8 -114.2  13.85  12.48      X      X      X      X      X   0.47
2022-01-11 15:35:19.52  39.422  -110.308  -1.8 mis      X      X   0.18      X -116.9      X  12.18      X      X      X      X      X      X
2022-01-11 16:27:45.36  39.421  -110.310  -1.7 mis      X      X   0.36      X -136.4      X  12.25      X      X      X      X      X      X
2022-01-11 17:52:25.86  39.425  -110.319  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-11 17:53:59.30  39.416  -110.319  -0.9 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-11 18:25:40.15  39.425  -110.308  -2.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-11 18:30:13.08  39.425  -110.320  -1.2 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-11 20:38:03.96  39.425  -110.311  -1.4 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-11 21:15:09.02  39.419  -110.302  -2.5 mis  -0.54  -0.16  -0.27  -94.3 -123.8  12.80  12.54   0.03   0.16      X      X      X   0.62
2022-01-11 21:18:57.43  39.426  -110.313  -1.5 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2022-01-12 04:46:57.04  39.425  -110.322  -1.1 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
